rank,score,lane,niche_raw,niche,supported,business_name,owner,fb,city,state,phone,rating,reviews,slug,url
128,82,Trades,Cleaning,cleaning,yes,Clearly Seen Window Cleaning,,Y,,ID,(208) 490-7553,5,23,clearly-seen-window-cleaning,https://ematrixgroup.com/s/clearly-seen-window-cleaning
129,82,Trades,Landscaping,landscaping,yes,Corner To Corner Landscaping,,Y,Moncton,NB,(506) 588-6612,4.7,23,corner-to-corner-landscaping,https://ematrixgroup.com/s/corner-to-corner-landscaping
130,82,Trades,Landscaping,landscaping,yes,Trim Way Landscaping,,Y,Riverview,NB,(506) 872-0357,4.1,22,trim-way-landscaping,https://ematrixgroup.com/s/trim-way-landscaping
131,82,Trades,Landscaping,landscaping,yes,R & R Curb and Landscape,,Y,Paynesville,MN,(320) 250-7699,5,22,r-r-curb-and-landscape,https://ematrixgroup.com/s/r-r-curb-and-landscape
132,80,Trades,Landscaping,landscaping,yes,Heartland Landscaping Inc,,Y,Effingham,IL,(217) 342-2579,4.9,14,heartland-landscaping,https://ematrixgroup.com/s/heartland-landscaping
133,80,Trades,Landscaping,landscaping,yes,"Green Earth Landscaping, LLC",Tom Hunt,Y,Leesburg,VA,(703) 777-2210,5,13,green-earth-landscaping,https://ematrixgroup.com/s/green-earth-landscaping
134,80,Trades,Junk Removal,junk_removal,yes,Dirty Boyz Sanitation Service,Rose Cain (woman-owned),,Rawlins,WY,(307) 321-3874,4.7,12,dirty-boyz-sanitation-service,https://ematrixgroup.com/s/dirty-boyz-sanitation-service
135,80,Trades,Landscaping,landscaping,yes,John's Maintenance & Landscaping,Thomas John,Y,Riverview,NB,(506) 863-3929,4.3,12,johns-maintenance-landscaping,https://ematrixgroup.com/s/johns-maintenance-landscaping
136,80,Trades,Cleaning,cleaning,yes,Shimmer LLC,Trae Petzoldt,,Twin Falls,ID,(208) 316-6145,5,12,shimmer,https://ematrixgroup.com/s/shimmer
137,80,Trades,Landscaping,landscaping,yes,Design One Landscaping & Home Decor,Tina Bohannan,Y,Pine Bluff,AR,(870) 535-5968,4.2,11,design-one-landscaping-home-decor,https://ematrixgroup.com/s/design-one-landscaping-home-decor
138,80,Trades,Handyman,(unsupported),no,Just Call Sean Handyman LLC,Sean (owner),,,ID,(208) 732-9982,5,10,,
139,80,Trades,Landscaping,landscaping,yes,Route 33 Landscape Management,Chris Downard,,Nelsonville,OH,(740) 216-9006,4.6,10,route-33-landscape-management,https://ematrixgroup.com/s/route-33-landscape-management
140,80,Trades,Landscaping,landscaping,yes,Rone Lawncare and Landscaping,Jena Jones,Y,Batesville,AR,(870) 384-4284,5,10,rone-lawncare-and-landscaping,https://ematrixgroup.com/s/rone-lawncare-and-landscaping
141,80,Trades,Pressure Washing,pressure_wash,yes,"BAKO'S Custom Lawn Care, LLC",,Y,,ID,(208) 293-7972,5,9,bakos-custom-lawn-care,https://ematrixgroup.com/s/bakos-custom-lawn-care
142,80,Trades,Pressure Washing,pressure_wash,yes,Peak to Peak Pressure Washing,,Y,Bozeman,MT,(406) 595-9656,5,9,peak-to-peak-pressure-washing,https://ematrixgroup.com/s/peak-to-peak-pressure-washing
143,80,Trades,Cleaning,cleaning,yes,Magic Valley Window Washing LLC,,Y,,ID,(208) 749-6637,5,8,magic-valley-window-washing,https://ematrixgroup.com/s/magic-valley-window-washing
144,80,Trades,Handyman,(unsupported),no,Handyman Home Repairs,,Y,Miles City,MT,(406) 981-1320,5,7,,
145,80,Trades,Landscaping,landscaping,yes,"Dr. Lawn Care & Restoration, LLC",,Y,Brandon,MS,(601) 826-1407,5,6,dr-lawn-care-restoration,https://ematrixgroup.com/s/dr-lawn-care-restoration
146,80,Trades,Pressure Washing,pressure_wash,yes,Big Sky Exterior Cleaning Specialists,,Y,,MT,(406) 200-8230,5,5,big-sky-exterior-cleaning-specialists,https://ematrixgroup.com/s/big-sky-exterior-cleaning-specialists
147,80,Trades,Landscaping,landscaping,yes,TRS Landscaping,,Y,Kapuskasing,ON,(289) 501-8182,5,5,trs-landscaping,https://ematrixgroup.com/s/trs-landscaping
148,80,Trades,Landscaping,landscaping,yes,Kel's Tender Lawn Care,,Y,Scott City,KS,(620) 872-7325,3.4,5,kels-tender-lawn-care,https://ematrixgroup.com/s/kels-tender-lawn-care
149,78,Other,Beauty,(unsupported),no,Tease Salon And Colorbar,Alicia (stylist/owner),,Panama City,FL,(850) 630-9426,4.9,223,,
150,78,Other,Beauty,(unsupported),no,Xinh Lounge & Spa,Rebecca Van Dyke (associated),Y,Lindale,TX,(903) 851-5959,4.8,118,,
151,78,Insurance/RE,Real Estate,(unsupported),no,"Tom Murtagh, REALTOR","Tom Murtagh (Broker Assoc., Twentynine Palms Realty, DRE #02041938)",Y,Twentynine Palms,CA,(818) 825-0640,5,106,,
152,78,Other,Other,(unsupported),no,Kelly & Company,Kelly S. (owner 7+ yrs),,Sheridan,AR,(870) 942-0902,4.9,88,,
153,78,Insurance/RE,Real Estate,(unsupported),no,Sonya Jindra-Bringing You The Best In Real Estate,"Sonya Jindra (Lic. Assoc. Broker, WNY Metro Roberts Realty)",Y,Hamburg,NY,(716) 787-7653,5,76,,
154,78,Insurance/RE,Real Estate,(unsupported),no,Relevant Real Estate,Spencer Brennan (Owner/Managing Principal Broker),Y,Redmond,OR,(541) 848-0715,5,61,,
155,78,Other,Beauty,(unsupported),no,Ana's Hair Salon,"Ana (owner, 30+ yrs)",,Pine Bluff,AR,(870) 541-9333,4.8,58,,
156,78,Other,Beauty,(unsupported),no,Hair X-Perts,Amber Conder,Y,Effingham,IL,(217) 342-1084,4.6,46,,
157,78,Other,Beauty,(unsupported),no,Eclipse Beauty & Barber,Monica Taylor & Libby Trelz,Y,Charleston,IL,(217) 348-6700,4.9,43,,
158,78,Other,Other,(unsupported),no,Final Impressions LLC,Robert Falber,Y,Casper,WY,(307) 247-2938,4.4,20,,
159,78,Trades,Tree,tree,yes,"Rocky Mountain Tree Care Specialists, Inc.",Cory G.,Y,Great Falls,MT,,4.8,17,rocky-mountain-tree-care-specialists,https://ematrixgroup.com/s/rocky-mountain-tree-care-specialists
160,78,Trades,Junk Removal,junk_removal,yes,2G Hauling & Removal,Trey Stevens,Y,,MT,(406) 871-4691,5,3,2g-hauling-removal,https://ematrixgroup.com/s/2g-hauling-removal
161,77,Trades,Septic,septic,yes,Septic Tank Services,,Y,Manhattan,MT,(406) 284-3325,4,4,septic-tank-services,https://ematrixgroup.com/s/septic-tank-services
162,77,Trades,Fence,fence,yes,Martin Fencing,,Y,Miles City,MT,(406) 234-1133,3.8,4,martin-fencing,https://ematrixgroup.com/s/martin-fencing
163,77,Trades,Septic,septic,yes,Trayer Construction,,Y,,MT,(406) 649-2418,5,4,trayer-construction,https://ematrixgroup.com/s/trayer-construction
164,77,Trades,Tree,tree,yes,Larsens Tree Service,,Y,Inkom,ID,(208) 775-4547,4,4,larsens-tree-service,https://ematrixgroup.com/s/larsens-tree-service
165,77,Trades,Roofing,roofing,yes,Tom's Flat Roof Repair,,Y,Hays,KS,(785) 625-9711,4,4,toms-flat-roof-repair,https://ematrixgroup.com/s/toms-flat-roof-repair
166,77,Trades,Tree,tree,yes,Budget Trimmers Yard Service,,Y,Havre,MT,(406) 265-1581,4.7,3,budget-trimmers-yard-service,https://ematrixgroup.com/s/budget-trimmers-yard-service
167,77,Trades,Well/Water,well_water,yes,Callison Drilling,,Y,Alberton,MT,(406) 207-1910,3.7,3,callison-drilling,https://ematrixgroup.com/s/callison-drilling
168,77,Trades,Septic,septic,yes,JP's Water and Sewer Service,,Y,Afton,WY,(307) 887-9363,5,3,jps-water-and-sewer-service,https://ematrixgroup.com/s/jps-water-and-sewer-service
169,77,Trades,Tree,tree,yes,Mile Hi Lawn & Tree Care,,Y,Cheyenne,WY,(307) 635-8472,3.7,3,mile-hi-lawn-tree-care,https://ematrixgroup.com/s/mile-hi-lawn-tree-care
170,77,Trades,Fence,fence,yes,Tip Top Fence and Trees,,Y,Hamilton,MT,(406) 361-5452,5,2,tip-top-fence-and-trees,https://ematrixgroup.com/s/tip-top-fence-and-trees
171,77,Trades,Excavating,excavating,yes,Wagoners Excavation,,Y,Columbia Falls,MT,(406) 871-5214,4.5,2,wagoners-excavation,https://ematrixgroup.com/s/wagoners-excavation
172,77,Trades,Tree,tree,yes,"A & C Tree & Landscape Services, LLC",,Y,Judsonia,AR,(501) 207-2609,4.5,2,a-c-tree-landscape-services,https://ematrixgroup.com/s/a-c-tree-landscape-services
173,77,Trades,Plumbing,plumbing,yes,Riverside Plumbing & Heating,,Y,Superior,MT,(406) 240-7586,5,1,riverside-plumbing-heating,https://ematrixgroup.com/s/riverside-plumbing-heating
174,77,Trades,Well/Water,well_water,yes,Corveau Drilling and Construction,,Y,Great Falls,MT,(406) 761-1274,5,1,corveau-drilling-and-construction,https://ematrixgroup.com/s/corveau-drilling-and-construction
175,77,Trades,Roofing,roofing,yes,BCS Roofing,Mike (owner),Y,Franklin,TX,(979) 589-7663,4.9,57,bcs-roofing,https://ematrixgroup.com/s/bcs-roofing
176,77,Trades,Fence,fence,yes,Bison Fence LLC,Shawn,Y,Great Falls,MT,(406) 899-8884,4.6,22,bison-fence,https://ematrixgroup.com/s/bison-fence
177,75,Trades,Cleaning,cleaning,yes,American Maid,,Y,Sheridan,WY,(307) 672-9851,3.4,18,american-maid,https://ematrixgroup.com/s/american-maid
178,75,Trades,Landscaping,landscaping,yes,Sanchez and Son Landscaping,,,Twin Falls,ID,(208) 613-5232,4.6,18,sanchez-and-son-landscaping,https://ematrixgroup.com/s/sanchez-and-son-landscaping
179,75,Trades,Landscaping,landscaping,yes,Skyes Landscaping & Services,,Y,Pocatello,ID,(208) 269-0307,3.8,17,skyes-landscaping-services,https://ematrixgroup.com/s/skyes-landscaping-services
180,75,Trades,Landscaping,landscaping,yes,MOLSL (Missouri Lawn Snow Landscape),,Y,Independence,MO,(816) 699-3301,5,16,molsl-missouri-lawn-snow-landscape,https://ematrixgroup.com/s/molsl-missouri-lawn-snow-landscape
181,75,Trades,Cleaning,cleaning,yes,Cancholas cleaning service llc,,Y,Payette,ID,(208) 405-3474,4.7,15,cancholas-cleaning-service,https://ematrixgroup.com/s/cancholas-cleaning-service
182,75,Trades,Landscaping,landscaping,yes,Jack of Trades,,Y,,ID,(208) 251-0594,4.9,15,jack-of-trades,https://ematrixgroup.com/s/jack-of-trades
183,75,Trades,Landscaping,landscaping,yes,Pro landscapes,,,Heber Springs,AR,(501) 505-6461,4.8,15,pro-landscapes,https://ematrixgroup.com/s/pro-landscapes
184,75,Trades,Junk Removal,junk_removal,yes,EZ Junk Removal LLC,,Y,Coeur d'Alene,ID,(208) 659-9130,5,15,ez-junk-removal,https://ematrixgroup.com/s/ez-junk-removal
185,75,Trades,Landscaping,landscaping,yes,Cowboy Lawn and Tree,,Y,,ID,(208) 351-8916,4.9,14,cowboy-lawn-and-tree,https://ematrixgroup.com/s/cowboy-lawn-and-tree
186,75,Trades,Junk Removal,junk_removal,yes,Montes Trees and Junk,,Y,,,(229) 421-5324,5,14,montes-trees-and-junk,https://ematrixgroup.com/s/montes-trees-and-junk
187,75,Trades,Landscaping,landscaping,yes,Cys Lawn Maintenance,,Y,Arnprior,ON,(613) 794-5923,4.7,12,cys-lawn-maintenance,https://ematrixgroup.com/s/cys-lawn-maintenance
188,75,Trades,Pressure Washing,pressure_wash,yes,Bust'n Suds,,,Cheyenne,WY,(307) 414-0976,4.5,11,bustn-suds,https://ematrixgroup.com/s/bustn-suds
189,75,Trades,Junk Removal,junk_removal,yes,Double E Hauling Junk Removal,,,Rock Springs,WY,(307) 389-3434,5,10,double-e-hauling-junk-removal,https://ematrixgroup.com/s/double-e-hauling-junk-removal
190,75,Trades,Junk Removal,junk_removal,yes,Junk B Gone,,Y,Kimberly,ID,(208) 794-8966,5,8,junk-b-gone,https://ematrixgroup.com/s/junk-b-gone
191,75,Trades,Well/Water,well_water,yes,Birchell Well Drilling,,Y,Big Timber,MT,(406) 932-5697,0,0,birchell-well-drilling,https://ematrixgroup.com/s/birchell-well-drilling
192,75,Trades,Roofing,roofing,yes,Roofguard Roofing Co,,Y,Plains,KS,(940) 236-6056,0,0,roofguard-roofing,https://ematrixgroup.com/s/roofguard-roofing
193,73,Other,Beauty,(unsupported),no,Me Daza Salon,,Y,La Grande,OR,(541) 805-5636,5,56,,
194,73,Other,Beauty,(unsupported),no,Hair Hype Salon,,,Arkadelphia,AR,(870) 246-2992,4.6,54,,
195,73,Other,Other,(unsupported),no,JB Construction,,,Clifton,ID,(801) 367-0765,5,49,,
196,73,Other,Beauty,(unsupported),no,Hair Nest /Styles by Paula,,,Moweaqua,IL,(217) 972-9348,4.9,48,,
197,73,Other,Beauty,(unsupported),no,Robins Hair Salon,,,Charleston,IL,(217) 348-1138,4.9,48,,
198,73,Insurance/RE,Insurance,(unsupported),no,The Insurance Store,,,Belen,NM,(505) 861-8283,4.5,46,,
199,73,Other,Beauty,(unsupported),no,Kut Loose Salon,,Y,Shelbyville,IL,(217) 259-4579,4.9,42,,
200,73,Other,Other,(unsupported),no,New Horizons Exteriors,,Y,White,SD,(605) 690-4797,5,42,,
201,73,Other,Other,(unsupported),no,Steve's Comfort Systems,,,Vermillion,SD,(605) 624-4557,4.6,38,,
202,73,Other,Accounting,(unsupported),no,Fuemmeler Tax & Accounting,,,Moberly,MO,(660) 263-4346,4.9,38,,
203,73,Other,Other,(unsupported),no,Amanda's Villa Inc,,,White Hall,AR,(870) 489-5463,4.8,35,,
204,73,Other,Other,(unsupported),no,ON-TRACK Land Clearing & Dirt Work,,Y,Caledonia,MS,(662) 251-6880,4.9,31,,
205,73,Insurance/RE,Insurance,(unsupported),no,Insurance Corporation of Belize & Nationwide Cash Express Belmopan Branch,,Y,,,(501) 822-0473,4.2,20,,
206,73,Other,Other,(unsupported),no,A Cut Above,,Y,Fordyce,AR,(870) 352-2477,4.9,20,,
207,73,Trades,Roofing,roofing,yes,HomeTown Roofing and Construction,,,Pampa,TX,,4.9,14,hometown-roofing-and-construction,https://ematrixgroup.com/s/hometown-roofing-and-construction
208,73,Trades,Roofing,roofing,yes,Pinnacle Solutions LLC,,Y,Rock Springs,WY,,3.3,12,pinnacle-solutions,https://ematrixgroup.com/s/pinnacle-solutions
209,73,Trades,Pressure Washing,pressure_wash,yes,307 Exterior Revive llc,,Y,,WY,(307) 797-9274,5,4,307-exterior-revive,https://ematrixgroup.com/s/307-exterior-revive
210,73,Trades,Landscaping,landscaping,yes,Willy's Landscaping Corp.,,Y,,,(787) 385-2545,3.3,4,willys-landscaping-corp,https://ematrixgroup.com/s/willys-landscaping-corp
211,73,Trades,Pressure Washing,pressure_wash,yes,Pressure Point Power Washing,,Y,,MT,(406) 270-9134,5,3,pressure-point-power-washing,https://ematrixgroup.com/s/pressure-point-power-washing
212,73,Trades,Landscaping,landscaping,yes,Advanced Landscapinng,,Y,Starkville,MS,(662) 338-5296,5,3,advanced-landscapinng,https://ematrixgroup.com/s/advanced-landscapinng
213,73,Trades,Landscaping,landscaping,yes,Shaw's Landscaping,,Y,Quitman,AR,(501) 825-8667,5,1,shaws-landscaping,https://ematrixgroup.com/s/shaws-landscaping
214,73,Trades,Landscaping,landscaping,yes,Central Lakes Landscape,,Y,Grey Eagle,MN,(320) 285-5715,5,1,central-lakes-landscape,https://ematrixgroup.com/s/central-lakes-landscape
215,73,Trades,Landscaping,landscaping,yes,Great Southern Landscape Co,,Y,Columbus,MS,(662) 329-9167,3,1,great-southern-landscape,https://ematrixgroup.com/s/great-southern-landscape
216,73,Trades,Landscaping,landscaping,yes,H&C Landscaping,,Y,Sainte-Anne,NB,(506) 543-2495,5,1,h-c-landscaping,https://ematrixgroup.com/s/h-c-landscaping
217,72,Trades,Well/Water,well_water,yes,Independent Drilling,,Y,Blackfoot,ID,(208) 684-3788,4.3,32,independent-drilling,https://ematrixgroup.com/s/independent-drilling
218,72,Trades,Well/Water,well_water,yes,Triple J Well & Pump Service,Jason Robinson & Jason Young (co-owners),Y,Kalispell,MT,(406) 890-2057,5,32,triple-j-well-pump-service,https://ematrixgroup.com/s/triple-j-well-pump-service
219,72,Trades,HVAC,hvac,yes,Bahamas Air Care Refrigeration & Air Conditioning,,,,,(242) 810-5060,4.9,31,bahamas-air-care-refrigeration-air-conditioning,https://ematrixgroup.com/s/bahamas-air-care-refrigeration-air-conditioning
220,72,Trades,HVAC,hvac,yes,"R & D Heating and Air - HVAC Maintenance Contractor, Heating and Air Conditioning Service Pell City AL",,,Pell City,AL,(205) 999-5877,5,23,r-d-heating-and-air-hvac-maintenance-contractor-heating-and-air-conditioning-service-pell-city-al,https://ematrixgroup.com/s/r-d-heating-and-air-hvac-maintenance-contractor-heating-and-air-conditioning-service-pell-city-al
221,72,Trades,Plumbing,plumbing,yes,Roto-Rooter of Ravalli,Should Know,,Hamilton,MT,(406) 363-2787,5,21,roto-rooter-of-ravalli,https://ematrixgroup.com/s/roto-rooter-of-ravalli
222,72,Insurance/RE,Insurance,(unsupported),no,Crystal Insurance Brokers,,,Crystal City,MB,(204) 873-2499,4.7,17,,
223,72,Other,Other,(unsupported),no,Styles For You,Kim Stadey Rayasi (stylist),,Marathon,ON,(807) 229-0661,4.4,11,,
224,72,Other,Other,(unsupported),no,The Beauty Shop,Arika Simpson (owner/stylist),Y,Camden,AR,(870) 413-9484,4.8,11,,
225,72,Insurance/RE,Insurance,(unsupported),no,Valley Insurance Associates: Sanchez Agency,Sam Sanchez (took over 2014; founded by Amos & Louise Sanchez 1983),Y,Alamosa,CO,(719) 589-6116,3.3,10,,
226,72,Other,Beauty,(unsupported),no,Eclips Hair Design,,Y,Kakabeka Falls,ON,(807) 473-4322,5,9,,
227,72,Other,Other,(unsupported),no,N.A. Puckalo Trucking,,Y,Iroquois Falls,ON,(705) 232-4330,4.2,5,,
228,70,Trades,Cleaning,cleaning,yes,Down-N-Dirty Cleaning Services,Sam,Y,Billings,MT,,4.8,17,down-n-dirty-cleaning-services,https://ematrixgroup.com/s/down-n-dirty-cleaning-services
229,70,Trades,Tree,tree,yes,Arbor Solutions,We,Y,Cheyenne,WY,(307) 634-5319,3.7,9,arbor-solutions,https://ematrixgroup.com/s/arbor-solutions
230,70,Trades,Well/Water,well_water,yes,Hi-Line Drilling Inc,Rodger Freier,Y,Havre,MT,(406) 265-4210,5,8,hi-line-drilling,https://ematrixgroup.com/s/hi-line-drilling
231,70,Trades,Well/Water,well_water,yes,Mayes Drilling Inc,Gary Mayes,Y,,MT,(406) 373-5707,4.4,7,mayes-drilling,https://ematrixgroup.com/s/mayes-drilling
232,70,Trades,Tree,tree,yes,American Technical Tree Service L.L.C.,Michael,Y,Twin Falls,ID,(208) 420-2488,5,6,american-technical-tree-service-l-l-c,https://ematrixgroup.com/s/american-technical-tree-service-l-l-c
233,70,Other,Other,(unsupported),no,Mood Studio,Amber,Y,Centerville,IA,(641) 895-7440,5,3,,
234,70,Other,Other,(unsupported),no,Absolute Comfort LLC,Bryan Hazzard. After,Y,Scott City,KS,(620) 874-0405,5,2,,
235,70,Trades,Roofing,roofing,yes,Southwest Kansas Roofing,,Y,Garden City,KS,(620) 266-5060,0,0,southwest-kansas-roofing,https://ematrixgroup.com/s/southwest-kansas-roofing
236,68,Other,Other,(unsupported),no,Zepeda Seguros,Francisco Zepeda (tentative - Francisco Zepeda Insurance Agency),Y,,,,4.9,83,,
237,68,Trades,Junk Removal,junk_removal,yes,Tinsley's Moving LLC,David Tinsley,Y,,MT,(406) 590-1307,4.7,62,tinsleys-moving,https://ematrixgroup.com/s/tinsleys-moving
238,68,Trades,Landscaping,landscaping,yes,Midtown plowing & landscaping,,Y,Tomahawk,WI,(715) 612-2626,5,3,midtown-plowing-landscaping,https://ematrixgroup.com/s/midtown-plowing-landscaping
239,67,Trades,HVAC,hvac,yes,ABC HEAT AND AIR CONDITIONING HVAC LLC,,,Cape Girardeau,MO,(573) 450-1472,4.9,155,abc-heat-and-air-conditioning-hvac,https://ematrixgroup.com/s/abc-heat-and-air-conditioning-hvac
240,67,Trades,Roofing,roofing,yes,DL Roofing & Construction,,Y,Sioux City,IA,(712) 577-4217,4.9,154,dl-roofing-construction,https://ematrixgroup.com/s/dl-roofing-construction
241,67,Trades,Well/Water,well_water,yes,H & L Drilling,,,East Helena,MT,(406) 227-7435,4.7,40,h-l-drilling,https://ematrixgroup.com/s/h-l-drilling
242,67,Trades,Well/Water,well_water,yes,Housley Pumps Sales & Services,,,St Anthony,ID,(208) 624-3772,4.4,36,housley-pumps-sales-services,https://ematrixgroup.com/s/housley-pumps-sales-services
243,67,Trades,Septic,septic,yes,Matt's Plumbing Service LLC,,,Dubois,WY,(307) 450-8587,5,35,matts-plumbing-service,https://ematrixgroup.com/s/matts-plumbing-service
244,67,Trades,HVAC,hvac,yes,Air conditioners Rental since 1978 in Canada,,,Montréal,QC,(514) 931-3571,4.4,34,air-conditioners-rental-since-1978-in-canada,https://ematrixgroup.com/s/air-conditioners-rental-since-1978-in-canada
245,67,Trades,HVAC,hvac,yes,H & H Heating and Air,,,Paducah,KY,(270) 210-1619,5,34,h-h-heating-and-air,https://ematrixgroup.com/s/h-h-heating-and-air
246,67,Other,Other,(unsupported),no,Split Ends,,,Mt Zion,IL,(217) 864-2688,5,19,,
247,67,Other,Beauty,(unsupported),no,Ella's Salon and Boutique,,,Camden,AR,(870) 836-0006,4.9,19,,
248,67,Other,Other,(unsupported),no,Kimberley Guay-Dubois Courtière immobilière Résidentielle,,Y,Albanel,QC,(418) 618-5031,5,19,,
249,67,Insurance/RE,Insurance,(unsupported),no,Insurance Corporation of Belize & Nationwide Cash Express,,Y,,,(501) 523-2516,4.1,18,,
250,67,Other,Other,(unsupported),no,Shear Talent,,Y,Manitouwadge,ON,(807) 826-3548,4.3,18,,
251,67,Insurance/RE,Insurance,(unsupported),no,RF&G Insurance (SPL),,Y,,,(501) 823-0167,4.6,17,,
252,67,Other,Beauty,(unsupported),no,Retro Society Salon + Hair Extensions,,Y,Arkadelphia,AR,(870) 210-0996,4.8,17,,
253,67,Other,Other,(unsupported),no,Gazon Larouche,,Y,La Baie,QC,(418) 677-2657,4.7,15,,
254,67,Other,Beauty,(unsupported),no,Hair By Donna,,,Bearden,AR,(870) 687-3636,4.9,12,,
255,67,Other,Beauty,(unsupported),no,Faye Spa,,,Lafayette,IN,(765) 767-1234,5,12,,
256,67,Other,Other,(unsupported),no,Kristi Veitz,,,Grand Forks,ND,(701) 775-3132,5,10,,
257,67,Other,Other,(unsupported),no,Grass Flex Guys,,Y,Columbus,MS,(662) 400-5948,4.2,5,,
258,67,Trades,Landscaping,landscaping,yes,Legault Landscaping,,Y,Timmins,ON,(705) 266-5243,0,0,legault-landscaping,https://ematrixgroup.com/s/legault-landscaping
259,65,Trades,HVAC,hvac,yes,Powerhouse Air Conditioning,,Y,Summerland Key,FL,(305) 394-5448,4.8,18,powerhouse-air-conditioning,https://ematrixgroup.com/s/powerhouse-air-conditioning
260,65,Trades,Tree,tree,yes,BranchesBeGone,,Y,,ID,(208) 530-6333,5,15,branchesbegone,https://ematrixgroup.com/s/branchesbegone
261,65,Trades,Septic,septic,yes,M&H Septic Pumping and Porta Potties,,,Troy,MT,(406) 295-9570,5,13,m-h-septic-pumping-and-porta-potties,https://ematrixgroup.com/s/m-h-septic-pumping-and-porta-potties
262,65,Trades,Excavating,excavating,yes,"Nania, Inc",Samuel Martin Nania,Y,Mills,WY,(307) 472-5755,4.4,9,nania,https://ematrixgroup.com/s/nania
263,65,Trades,HVAC,hvac,yes,Terry’s HVAC,,Y,Tillar,AR,(870) 538-5202,5,9,terrys-hvac,https://ematrixgroup.com/s/terrys-hvac
264,65,Trades,Excavating,excavating,yes,Foothill Construction Services,,Y,Kalispell,MT,(406) 210-0506,5,9,foothill-construction-services,https://ematrixgroup.com/s/foothill-construction-services
265,65,Trades,Well/Water,well_water,yes,Higgins Drilling Co,,Y,Miles City,MT,(406) 232-2565,5,8,higgins-drilling,https://ematrixgroup.com/s/higgins-drilling
266,65,Trades,Well/Water,well_water,yes,Main Harbor Pumps & Well Drill,,Y,Ronan,MT,(406) 675-3179,4.6,8,main-harbor-pumps-well-drill,https://ematrixgroup.com/s/main-harbor-pumps-well-drill
267,65,Trades,Fence,fence,yes,Eckhardt Workx LLC,,Y,,ID,(208) 739-5098,5,8,eckhardt-workx,https://ematrixgroup.com/s/eckhardt-workx
268,65,Trades,Septic,septic,yes,Triple T Septic Cleaning,,Y,Montpelier,ID,(208) 847-3265,4.4,7,triple-t-septic-cleaning,https://ematrixgroup.com/s/triple-t-septic-cleaning
269,65,Trades,Well/Water,well_water,yes,Gestrin Well Drilling,Stevens,Y,Donnelly,ID,(208) 325-8637,5,7,gestrin-well-drilling,https://ematrixgroup.com/s/gestrin-well-drilling
